seconds,id,sex,condition,trial,object,position_object,startingframe,endingframe,distanceMoved,LEFTCLOSE,LEFT,CENTER,RIGHT,RIGHTCLOSE,frontalleft,blindleft,lateralLeftleft,lateralRightleft,LeftALLleft,RightALLleft,frontalright,blindright,lateralLeftright,lateralRightright,LeftALLright,RightALLright,index_nan_no_stim,nan,nan_nostim
1.0,2.0,male,example,,target,left,0.0,10789.0,96.962,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.207,0.793,0.0,0.793,0.0,464.0,0.0,0.0
2.0,2.0,male,example,,target,left,0.0,10789.0,42.218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586,0.0,0.586,0.0,0.586,0.0,0.0,0.0,0.0,1305.0,0.41379310344827586,0.0
3.0,2.0,male,example,,target,left,0.0,10789.0,25.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.276,0.0,0.0,0.276,0.0,0.276,0.0,2146.0,0.7241379310344828,0.0
4.0,2.0,male,example,,target,left,0.0,10789.0,26.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.276,0.724,0.0,0.724,0.0,2987.0,0.0,0.0
5.0,2.0,male,example,,target,left,0.0,10789.0,87.632,0.0,1.0,0.0,0.0,0.0,0.034,0.0,0.759,0.207,0.793,0.207,0.0,1.0,0.0,0.0,0.0,0.0,3828.0,0.0,0.0
6.0,2.0,male,example,,target,left,0.0,10789.0,27.783,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.966,0.0,0.034,0.0,0.034,4669.0,0.0,0.0
7.0,2.0,male,example,,target,left,0.0,10789.0,79.371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.172,0.0,0.828,0.0,0.828,5510.0,0.0,0.0
8.0,2.0,male,example,,target,left,0.0,10789.0,102.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6351.0,0.0,0.0
9.0,2.0,male,example,,target,left,0.0,10789.0,180.745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.828,0.0,0.828,0.0,0.0,0.0,0.0,0.828,0.0,0.828,7192.0,0.1724137931034483,0.0
10.0,2.0,male,example,,target,left,0.0,10789.0,97.854,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8033.0,1.0,0.0
11.0,2.0,male,example,,target,left,0.0,10789.0,216.75,0.517,0.483,0.0,0.0,0.0,0.31,0.0,0.552,0.103,0.724,0.241,0.0,0.966,0.0,0.0,0.0,0.0,8874.0,0.034482758620689655,0.0
12.0,2.0,male,example,,target,left,0.0,10789.0,82.844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9715.0,0.0,0.0
13.0,2.0,male,example,,target,left,0.0,10789.0,84.839,1.0,0.0,0.0,0.0,0.0,0.034,0.0,0.034,0.931,0.034,0.966,0.0,0.069,0.931,0.0,0.931,0.0,10556.0,0.0,0.0
14.0,2.0,male,example,,target,left,0.0,10789.0,160.196,1.0,0.0,0.0,0.0,0.0,0.552,0.0,0.414,0.034,0.828,0.172,0.0,0.931,0.069,0.0,0.069,0.0,11397.0,0.0,0.0
15.0,2.0,male,example,,target,left,0.0,10789.0,39.439,1.0,0.0,0.0,0.0,0.0,0.172,0.0,0.828,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12238.0,0.0,0.0
16.0,2.0,male,example,,target,left,0.0,10789.0,56.272,1.0,0.0,0.0,0.0,0.0,0.724,0.0,0.0,0.276,0.0,1.0,0.0,0.828,0.172,0.0,0.172,0.0,13079.0,0.0,0.0
17.0,2.0,male,example,,target,left,0.0,10789.0,54.449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.103,0.0,0.069,0.034,0.0,0.034,0.0,13920.0,0.896551724137931,0.0
18.0,2.0,male,example,,target,left,0.0,10789.0,51.299,1.0,0.0,0.0,0.0,0.0,0.69,0.0,0.034,0.0,0.724,0.0,0.0,0.724,0.0,0.0,0.0,0.0,14761.0,0.27586206896551724,0.0
19.0,2.0,male,example,,target,left,0.0,10789.0,51.252,1.0,0.0,0.0,0.0,0.0,0.138,0.0,0.862,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15602.0,0.0,0.0
20.0,2.0,male,example,,target,left,0.0,10789.0,76.523,1.0,0.0,0.0,0.0,0.0,0.483,0.0,0.034,0.483,0.034,0.966,0.0,0.345,0.655,0.0,0.655,0.0,16443.0,0.0,0.0
21.0,2.0,male,example,,target,left,0.0,10789.0,211.321,1.0,0.0,0.0,0.0,0.0,0.31,0.0,0.552,0.138,0.586,0.414,0.0,0.69,0.276,0.034,0.276,0.034,17284.0,0.0,0.0
22.0,2.0,male,example,,target,left,0.0,10789.0,133.012,1.0,0.0,0.0,0.0,0.0,0.931,0.0,0.069,0.0,0.897,0.103,0.0,0.897,0.103,0.0,0.103,0.0,18125.0,0.0,0.0
23.0,2.0,male,example,,target,left,0.0,10789.0,111.522,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.621,0.379,0.0,0.862,0.138,0.0,0.138,0.0,18966.0,0.0,0.0
24.0,2.0,male,example,,target,left,0.0,10789.0,174.199,1.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.034,0.138,0.207,0.0,0.31,0.034,0.0,0.034,0.0,19807.0,0.6551724137931034,0.0
25.0,2.0,male,example,,target,left,0.0,10789.0,321.872,0.828,0.0,0.0,0.0,0.0,0.0,0.138,0.138,0.0,0.138,0.0,0.0,0.103,0.0,0.172,0.0,0.172,17085.0,0.7241379310344828,0.1724137931034483
26.0,2.0,male,example,,target,left,0.0,10789.0,118.978,0.655,0.0,0.0,0.0,0.0,0.0,0.0,0.448,0.0,0.448,0.0,0.0,0.345,0.0,0.103,0.0,0.103,14132.0,0.5517241379310345,0.3448275862068966
27.0,2.0,male,example,,target,left,0.0,10789.0,70.867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22330.0,0.0,0.0
28.0,2.0,male,example,,target,left,0.0,10789.0,94.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.414,0.0,0.586,0.0,0.586,23171.0,0.0,0.0
29.0,2.0,male,example,,target,left,0.0,10789.0,153.286,0.655,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.276,0.172,0.276,0.0,0.276,0.0,0.172,0.0,0.172,15731.0,0.5517241379310345,0.3448275862068966
30.0,2.0,male,example,,target,left,0.0,10789.0,120.031,0.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966,0.0,0.966,0.0,0.966,0.0,0.0,0.0,0.0,24010.0,0.034482758620689655,0.034482758620689655
31.0,2.0,male,example,,target,left,0.0,10789.0,100.788,0.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621,0.0,0.621,0.0,0.621,0.0,0.0,0.0,0.0,24800.0,0.3793103448275862,0.034482758620689655
32.0,2.0,male,example,,target,left,0.0,10789.0,103.615,1.0,0.0,0.0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.0,0.207,0.0,26535.0,0.7931034482758621,0.0
33.0,2.0,male,example,,target,left,0.0,10789.0,78.688,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27376.0,0.0,0.0
34.0,2.0,male,example,,target,left,0.0,10789.0,57.305,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,28217.0,0.0,0.0
35.0,2.0,male,example,,target,left,0.0,10789.0,38.176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29058.0,0.0,0.0
36.0,2.0,male,example,,target,left,0.0,10789.0,85.255,1.0,0.0,0.0,0.0,0.0,0.0,0.379,0.0,0.621,0.0,0.621,0.0,0.0,1.0,0.0,1.0,0.0,29899.0,0.0,0.0
37.0,2.0,male,example,,target,left,0.0,10789.0,40.721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,30740.0,0.0,0.0
38.0,2.0,male,example,,target,left,0.0,10789.0,109.089,1.0,0.0,0.0,0.0,0.0,0.138,0.0,0.517,0.207,0.655,0.207,0.0,0.655,0.207,0.0,0.207,0.0,31581.0,0.13793103448275862,0.0
39.0,2.0,male,example,,target,left,0.0,10789.0,52.831,0.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27900.0,1.0,0.13793103448275862
40.0,2.0,male,example,,target,left,0.0,10789.0,6.024,0.069,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.034,0.0,0.034,0.0,0.0,0.0,0.0,2313.0,0.9655172413793104,0.9310344827586207
41.0,2.0,male,example,,target,left,0.0,10789.0,129.465,0.897,0.0,0.0,0.0,0.0,0.276,0.0,0.621,0.0,0.759,0.138,0.0,0.517,0.0,0.379,0.0,0.379,30615.0,0.10344827586206896,0.10344827586206896
42.0,2.0,male,example,,target,left,0.0,10789.0,69.194,1.0,0.0,0.0,0.0,0.0,0.552,0.0,0.034,0.414,0.241,0.759,0.0,1.0,0.0,0.0,0.0,0.0,34945.0,0.0,0.0
43.0,2.0,male,example,,target,left,0.0,10789.0,98.154,1.0,0.0,0.0,0.0,0.0,0.207,0.0,0.793,0.0,0.862,0.138,0.0,0.207,0.0,0.793,0.0,0.793,35786.0,0.0,0.0
44.0,2.0,male,example,,target,left,0.0,10789.0,180.622,1.0,0.0,0.0,0.0,0.0,0.034,0.0,0.759,0.207,0.793,0.207,0.0,0.034,0.172,0.793,0.172,0.793,36627.0,0.0,0.0
45.0,2.0,male,example,,target,left,0.0,10789.0,131.573,1.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.138,0.0,0.138,0.0,0.0,1.0,0.0,1.0,0.0,37468.0,0.0,0.0
46.0,2.0,male,example,,target,left,0.0,10789.0,130.803,1.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.103,0.0,0.103,0.0,0.0,0.138,0.0,0.138,0.0,38309.0,0.8620689655172413,0.0
47.0,2.0,male,example,,target,left,0.0,10789.0,83.24,1.0,0.0,0.0,0.0,0.0,0.0,0.724,0.0,0.0,0.0,0.0,0.414,0.0,0.31,0.0,0.724,0.0,39150.0,0.27586206896551724,0.0
48.0,2.0,male,example,,target,left,0.0,10789.0,71.798,0.862,0.0,0.0,0.0,0.0,0.0,0.759,0.0,0.0,0.0,0.0,0.621,0.0,0.138,0.0,0.759,0.0,34429.0,0.2413793103448276,0.13793103448275862
49.0,2.0,male,example,,target,left,0.0,10789.0,120.559,1.0,0.0,0.0,0.0,0.0,0.0,0.966,0.0,0.034,0.0,0.034,0.345,0.0,0.655,0.0,1.0,0.0,40832.0,0.0,0.0
50.0,2.0,male,example,,target,left,0.0,10789.0,64.293,1.0,0.0,0.0,0.0,0.0,0.0,0.345,0.0,0.655,0.0,0.655,0.0,0.0,1.0,0.0,1.0,0.0,41673.0,0.0,0.0
51.0,2.0,male,example,,target,left,0.0,10789.0,88.874,1.0,0.0,0.0,0.0,0.0,0.0,0.552,0.0,0.448,0.0,0.448,0.138,0.0,0.862,0.0,1.0,0.0,42514.0,0.0,0.0
52.0,2.0,male,example,,target,left,0.0,10789.0,86.848,0.966,0.0,0.0,0.0,0.0,0.0,0.931,0.0,0.0,0.0,0.0,0.138,0.0,0.793,0.0,0.931,0.0,41853.0,0.06896551724137931,0.034482758620689655
53.0,2.0,male,example,,target,left,0.0,10789.0,106.822,1.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.103,0.0,0.103,0.0,0.0,0.379,0.0,0.379,0.0,44196.0,0.6206896551724138,0.0
54.0,2.0,male,example,,target,left,0.0,10789.0,38.909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483,0.0,0.483,0.0,0.0,0.483,0.0,0.483,0.0,45037.0,0.5172413793103449,0.0
55.0,2.0,male,example,,target,left,0.0,10789.0,50.496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,45878.0,0.0,0.0
56.0,2.0,male,example,,target,left,0.0,10789.0,87.027,1.0,0.0,0.0,0.0,0.0,0.241,0.0,0.0,0.759,0.0,1.0,0.0,0.931,0.069,0.0,0.069,0.0,46719.0,0.0,0.0
57.0,2.0,male,example,,target,left,0.0,10789.0,167.484,1.0,0.0,0.0,0.0,0.0,0.034,0.0,0.862,0.103,0.897,0.103,0.0,0.138,0.0,0.862,0.0,0.862,47560.0,0.0,0.0
58.0,2.0,male,example,,target,left,0.0,10789.0,133.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,48401.0,0.0,0.0
59.0,2.0,male,example,,target,left,0.0,10789.0,112.468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,49242.0,0.0,0.0
60.0,2.0,male,example,,target,left,0.0,10789.0,55.974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621,0.0,0.621,0.0,0.0,0.0,0.0,0.621,0.0,0.621,50083.0,0.3793103448275862,0.0
61.0,2.0,male,example,,target,left,0.0,10789.0,98.549,0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.172,0.0,0.0,0.0,0.0,0.172,0.0,0.172,40406.0,0.8275862068965517,0.20689655172413793
62.0,2.0,male,example,,target,left,0.0,10789.0,28.529,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.276,0.0,0.0,0.0,0.0,0.276,0.0,0.276,24984.0,0.7241379310344828,0.5172413793103449
63.0,2.0,male,example,,target,left,0.0,10789.0,117.066,1.0,0.0,0.0,0.0,0.0,0.31,0.0,0.655,0.034,0.724,0.276,0.0,0.345,0.0,0.655,0.0,0.655,52606.0,0.0,0.0
64.0,2.0,male,example,,target,left,0.0,10789.0,95.845,1.0,0.0,0.0,0.0,0.0,0.621,0.0,0.379,0.0,0.724,0.276,0.0,1.0,0.0,0.0,0.0,0.0,53447.0,0.0,0.0
65.0,2.0,male,example,,target,left,0.0,10789.0,77.083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54288.0,0.0,0.0
66.0,2.0,male,example,,target,left,0.0,10789.0,98.759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.31,0.0,0.69,0.0,0.69,55129.0,0.0,0.0
67.0,2.0,male,example,,target,left,0.0,10789.0,60.228,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.862,0.0,0.0,0.862,0.0,0.0,0.0,0.0,55970.0,0.13793103448275862,0.0
68.0,2.0,male,example,,target,left,0.0,10789.0,106.068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56811.0,1.0,0.0
69.0,2.0,male,example,,target,left,0.0,10789.0,55.303,1.0,0.0,0.0,0.0,0.0,0.0,0.103,0.862,0.0,0.862,0.0,0.0,0.069,0.0,0.897,0.0,0.897,57652.0,0.034482758620689655,0.0
70.0,2.0,male,example,,target,left,0.0,10789.0,59.648,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,58493.0,0.0,0.0
71.0,2.0,male,example,,target,left,0.0,10789.0,35.134,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,59334.0,0.0,0.0
72.0,2.0,male,example,,target,left,0.0,10789.0,62.236,1.0,0.0,0.0,0.0,0.0,0.0,0.138,0.862,0.0,0.862,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60175.0,0.0,0.0
73.0,2.0,male,example,,target,left,0.0,10789.0,80.283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.207,0.0,0.0,0.793,0.0,1.0,61016.0,0.0,0.0
74.0,2.0,male,example,,target,left,0.0,10789.0,115.535,1.0,0.0,0.0,0.0,0.0,0.0,0.621,0.379,0.0,0.379,0.0,0.586,0.0,0.241,0.172,0.586,0.414,61857.0,0.0,0.0
75.0,2.0,male,example,,target,left,0.0,10789.0,330.123,0.828,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.138,0.0,51890.0,0.8620689655172413,0.1724137931034483
76.0,2.0,male,example,,target,left,0.0,10789.0,107.306,0.897,0.0,0.0,0.0,0.0,0.0,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.586,0.0,0.586,0.0,56975.0,0.41379310344827586,0.10344827586206896
77.0,2.0,male,example,,target,left,0.0,10789.0,147.416,1.0,0.0,0.0,0.0,0.0,0.0,0.517,0.483,0.0,0.483,0.0,0.103,0.0,0.448,0.448,0.483,0.517,64380.0,0.0,0.0
78.0,2.0,male,example,,target,left,0.0,10789.0,63.346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,65221.0,0.0,0.0
79.0,2.0,male,example,,target,left,0.0,10789.0,72.942,1.0,0.0,0.0,0.0,0.0,0.0,0.69,0.31,0.0,0.31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,66062.0,0.0,0.0
80.0,2.0,male,example,,target,left,0.0,10789.0,59.163,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,66903.0,0.0,0.0
81.0,2.0,male,example,,target,left,0.0,10789.0,63.171,1.0,0.0,0.0,0.0,0.0,0.0,0.69,0.31,0.0,0.31,0.0,0.0,0.172,0.0,0.828,0.0,0.828,67744.0,0.0,0.0
82.0,2.0,male,example,,target,left,0.0,10789.0,94.405,0.966,0.0,0.0,0.0,0.0,0.0,0.0,0.379,0.0,0.379,0.0,0.0,0.379,0.0,0.0,0.0,0.0,66214.0,0.6206896551724138,0.034482758620689655
83.0,2.0,male,example,,target,left,0.0,10789.0,159.146,0.931,0.0,0.0,0.0,0.0,0.034,0.0,0.31,0.0,0.345,0.0,0.0,0.276,0.069,0.0,0.069,0.0,64618.0,0.6551724137931034,0.06896551724137931
84.0,2.0,male,example,,target,left,0.0,10789.0,161.724,0.828,0.0,0.0,0.0,0.0,0.345,0.0,0.345,0.0,0.586,0.103,0.0,0.345,0.345,0.0,0.345,0.0,58119.0,0.3103448275862069,0.1724137931034483
85.0,2.0,male,example,,target,left,0.0,10789.0,152.2,0.931,0.0,0.0,0.0,0.0,0.0,0.0,0.897,0.0,0.897,0.0,0.0,0.897,0.0,0.0,0.0,0.0,66207.0,0.10344827586206896,0.06896551724137931
86.0,2.0,male,example,,target,left,0.0,10789.0,129.091,1.0,0.0,0.0,0.0,0.0,0.103,0.0,0.897,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71949.0,0.0,0.0
87.0,2.0,male,example,,target,left,0.0,10789.0,66.371,1.0,0.0,0.0,0.0,0.0,0.724,0.0,0.0,0.276,0.31,0.69,0.0,1.0,0.0,0.0,0.0,0.0,72790.0,0.0,0.0
88.0,2.0,male,example,,target,left,0.0,10789.0,115.309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,73631.0,0.0,0.0
89.0,2.0,male,example,,target,left,0.0,10789.0,101.512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621,0.0,0.621,0.0,0.586,0.034,0.0,0.034,0.0,74472.0,0.3793103448275862,0.0
90.0,2.0,male,example,,target,left,0.0,10789.0,86.033,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.0,0.207,0.0,0.207,0.0,0.0,0.0,0.0,75313.0,0.7931034482758621,0.0
