seconds,id,sex,condition,trial,object,position_object,startingframe,endingframe,distanceMoved,LEFTCLOSE,LEFT,CENTER,RIGHT,RIGHTCLOSE,frontalleft,blindleft,lateralLeftleft,lateralRightleft,LeftALLleft,RightALLleft,frontalright,blindright,lateralLeftright,lateralRightright,LeftALLright,RightALLright,index_nan_no_stim,nan,nan_nostim
279.0,2.0,male,example,,target,left,0.0,10789.0,30.608,1.0,0.0,0.0,0.0,0.0,0.0,0.31,0.414,0.0,0.414,0.0,0.0,0.0,0.724,0.0,0.724,0.0,234262.0,0.27586206896551724,0.0
280.0,2.0,male,example,,target,left,0.0,10789.0,26.972,1.0,0.0,0.0,0.0,0.0,0.0,0.828,0.172,0.0,0.172,0.0,0.0,0.0,1.0,0.0,1.0,0.0,235103.0,0.0,0.0
281.0,2.0,male,example,,target,left,0.0,10789.0,42.946,1.0,0.0,0.0,0.0,0.0,0.0,0.966,0.034,0.0,0.034,0.0,0.0,0.0,1.0,0.0,1.0,0.0,235944.0,0.0,0.0
282.0,2.0,male,example,,target,left,0.0,10789.0,38.664,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,236785.0,0.0,0.0
283.0,2.0,male,example,,target,left,0.0,10789.0,91.182,0.138,0.0,0.0,0.0,0.0,0.0,0.207,0.793,0.034,0.759,0.034,0.0,0.828,0.172,0.0,0.172,0.0,237626.0,0.0,0.0
284.0,2.0,male,example,,target,left,0.0,10789.0,47.555,0.138,0.0,0.0,0.0,0.0,0.034,0.034,0.966,0.0,0.966,0.0,0.0,0.517,0.483,0.0,0.483,0.0,238467.0,0.0,0.0
285.0,2.0,male,example,,target,left,0.0,10789.0,66.468,0.034,0.0,0.0,0.0,0.0,0.0,0.069,0.379,0.0,0.31,0.0,0.0,0.172,0.207,0.0,0.207,0.0,239308.0,0.6206896551724138,0.0
286.0,2.0,male,example,,target,left,0.0,10789.0,68.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483,0.0,0.483,0.0,0.0,0.448,0.034,0.0,0.034,0.0,240149.0,0.5172413793103449,0.0
287.0,2.0,male,example,,target,left,0.0,10789.0,34.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,240990.0,0.0,0.0
288.0,2.0,male,example,,target,left,0.0,10789.0,36.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,241831.0,0.0,0.0
289.0,2.0,male,example,,target,left,0.0,10789.0,56.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.759,0.138,0.759,0.0,0.897,0.0,0.0,0.0,0.0,242672.0,0.10344827586206896,0.0
290.0,2.0,male,example,,target,left,0.0,10789.0,42.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,243513.0,0.0,0.0
291.0,2.0,male,example,,target,left,0.0,10789.0,57.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.862,0.0,0.138,0.0,0.138,244354.0,0.0,0.0
292.0,2.0,male,example,,target,left,0.0,10789.0,30.972,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.552,0.0,0.621,0.0,0.0,0.0,0.621,0.0,0.621,245195.0,0.3793103448275862,0.0
293.0,2.0,male,example,,target,left,0.0,10789.0,32.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241,0.0,0.241,0.0,0.0,0.0,0.241,0.0,0.241,246036.0,0.7586206896551724,0.0
294.0,2.0,male,example,,target,left,0.0,10789.0,49.58,0.0,0.0,0.0,0.0,0.0,0.655,0.0,0.0,0.345,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,246877.0,0.0,0.0
295.0,2.0,male,example,,target,left,0.0,10789.0,71.255,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.966,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,247718.0,0.0,0.0
296.0,2.0,male,example,,target,left,0.0,10789.0,66.241,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.0,1.0,0.0,0.828,0.0,0.0,0.0,1.0,0.0,1.0,248559.0,0.0,0.0
297.0,2.0,male,example,,target,left,0.0,10789.0,59.351,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.414,0.138,0.414,0.0,0.0,0.379,0.0,0.172,0.0,0.172,249400.0,0.4482758620689655,0.0
298.0,2.0,male,example,,target,left,0.0,10789.0,26.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,250241.0,0.0,0.0
299.0,2.0,male,example,,target,left,0.0,10789.0,27.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.862,0.0,0.0,0.862,0.0,0.0,0.0,0.0,251082.0,0.13793103448275862,0.0
300.0,2.0,male,example,,target,left,0.0,10789.0,79.755,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251923.0,1.0,0.0
301.0,2.0,male,example,,target,left,0.0,10789.0,40.378,1.0,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.828,0.138,0.862,0.0,0.0,1.0,0.0,1.0,0.0,252764.0,0.0,0.0
302.0,2.0,male,example,,target,left,0.0,10789.0,33.236,0.552,0.0,0.0,0.0,0.0,0.345,0.034,0.345,0.276,0.621,0.345,0.0,0.0,1.0,0.0,1.0,0.0,253605.0,0.0,0.0
303.0,2.0,male,example,,target,left,0.0,10789.0,38.71,0.621,0.0,0.0,0.0,0.0,0.0,0.966,0.0,0.034,0.0,0.034,0.0,0.0,1.0,0.0,1.0,0.0,254446.0,0.0,0.0
304.0,2.0,male,example,,target,left,0.0,10789.0,24.906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,255287.0,0.0,0.0
305.0,2.0,male,example,,target,left,0.0,10789.0,35.284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.069,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,256128.0,0.0,0.0
306.0,2.0,male,example,,target,left,0.0,10789.0,29.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,256969.0,0.0,0.0
307.0,2.0,male,example,,target,left,0.0,10789.0,29.363,0.414,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.103,0.0,257810.0,0.896551724137931,0.0
308.0,2.0,male,example,,target,left,0.0,10789.0,65.859,0.897,0.0,0.0,0.0,0.0,0.0,0.759,0.0,0.0,0.0,0.0,0.0,0.0,0.759,0.0,0.759,0.0,258651.0,0.2413793103448276,0.0
309.0,2.0,male,example,,target,left,0.0,10789.0,69.272,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,259492.0,0.0,0.0
310.0,2.0,male,example,,target,left,0.0,10789.0,62.377,1.0,0.0,0.0,0.0,0.0,0.0,0.931,0.0,0.069,0.0,0.069,0.0,0.069,0.931,0.0,0.931,0.0,260333.0,0.0,0.0
311.0,2.0,male,example,,target,left,0.0,10789.0,99.851,1.0,0.0,0.0,0.0,0.0,0.0,0.828,0.0,0.172,0.0,0.172,0.0,0.103,0.897,0.0,0.897,0.0,261174.0,0.0,0.0
312.0,2.0,male,example,,target,left,0.0,10789.0,103.361,0.621,0.0,0.0,0.0,0.0,0.0,0.207,0.0,0.793,0.0,0.793,0.0,0.655,0.345,0.0,0.345,0.0,262015.0,0.0,0.0
313.0,2.0,male,example,,target,left,0.0,10789.0,53.098,1.0,0.0,0.0,0.0,0.0,0.517,0.0,0.31,0.172,0.586,0.414,0.0,1.0,0.0,0.0,0.0,0.0,262856.0,0.0,0.0
314.0,2.0,male,example,,target,left,0.0,10789.0,99.226,0.483,0.0,0.0,0.0,0.0,0.172,0.0,0.172,0.0,0.31,0.034,0.0,0.241,0.103,0.0,0.103,0.0,263697.0,0.6551724137931034,0.0
315.0,2.0,male,example,,target,left,0.0,10789.0,147.22,0.0,0.0,0.0,0.0,0.0,0.0,0.483,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.483,0.0,0.483,264538.0,0.5172413793103449,0.0
316.0,2.0,male,example,,target,left,0.0,10789.0,108.965,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.586,0.103,0.586,0.0,0.0,0.276,0.0,0.621,0.0,0.621,247050.0,0.10344827586206896,0.06896551724137931
317.0,2.0,male,example,,target,left,0.0,10789.0,38.416,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.655,0.0,0.483,0.0,0.069,0.0,0.586,0.0,0.586,174515.0,0.3448275862068966,0.3448275862068966
318.0,2.0,male,example,,target,left,0.0,10789.0,117.802,0.207,0.0,0.0,0.0,0.0,0.0,0.379,0.0,0.724,0.0,0.621,0.0,0.0,0.276,0.724,0.276,0.724,267061.0,0.0,0.0
319.0,2.0,male,example,,target,left,0.0,10789.0,44.11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,267902.0,0.0,0.0
320.0,2.0,male,example,,target,left,0.0,10789.0,42.332,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,268743.0,0.0,0.0
321.0,2.0,male,example,,target,left,0.0,10789.0,95.67,1.0,0.0,0.0,0.0,0.0,0.0,0.345,0.276,0.0,0.276,0.0,0.0,0.0,0.621,0.0,0.621,0.0,269584.0,0.3793103448275862,0.0
322.0,2.0,male,example,,target,left,0.0,10789.0,102.993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.0,0.207,0.0,0.207,0.0,0.0,0.0,0.0,0.207,270425.0,0.7931034482758621,0.0
323.0,2.0,male,example,,target,left,0.0,10789.0,61.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.241,0.0,0.0,0.759,0.0,1.0,271266.0,0.0,0.0
324.0,2.0,male,example,,target,left,0.0,10789.0,48.978,1.0,0.0,0.0,0.0,0.0,0.0,0.034,0.966,0.0,0.966,0.0,0.931,0.0,0.0,0.069,0.103,0.897,272107.0,0.0,0.0
325.0,2.0,male,example,,target,left,0.0,10789.0,63.301,0.966,0.0,0.0,0.0,0.0,0.0,0.621,0.31,0.0,0.31,0.0,0.862,0.0,0.0,0.069,0.448,0.483,263535.0,0.06896551724137931,0.034482758620689655
326.0,2.0,male,example,,target,left,0.0,10789.0,59.499,0.862,0.0,0.0,0.0,0.0,0.0,0.828,0.0,0.0,0.0,0.0,0.241,0.0,0.0,0.586,0.0,0.828,236039.0,0.1724137931034483,0.13793103448275862
327.0,2.0,male,example,,target,left,0.0,10789.0,73.647,0.966,0.0,0.0,0.0,0.0,0.0,0.931,0.0,0.0,0.0,0.0,0.586,0.0,0.0,0.345,0.241,0.69,265168.0,0.06896551724137931,0.034482758620689655
328.0,2.0,male,example,,target,left,0.0,10789.0,102.023,0.862,0.0,0.0,0.0,0.0,0.0,0.655,0.0,0.069,0.0,0.069,0.414,0.0,0.172,0.138,0.31,0.414,237437.0,0.27586206896551724,0.13793103448275862
329.0,2.0,male,example,,target,left,0.0,10789.0,59.081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276312.0,1.0,0.0
330.0,2.0,male,example,,target,left,0.0,10789.0,162.71,1.0,0.0,0.0,0.0,0.0,0.0,0.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966,0.0,0.966,277153.0,0.034482758620689655,0.0
331.0,2.0,male,example,,target,left,0.0,10789.0,202.247,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.345,0.0,0.655,0.0,0.931,0.069,277994.0,0.0,0.0
332.0,2.0,male,example,,target,left,0.0,10789.0,123.676,1.0,0.0,0.0,0.0,0.0,0.0,0.862,0.138,0.0,0.138,0.0,0.034,0.0,0.0,0.966,0.0,1.0,278835.0,0.0,0.0
333.0,2.0,male,example,,target,left,0.0,10789.0,165.519,1.0,0.0,0.0,0.0,0.0,0.0,0.034,0.966,0.0,0.966,0.0,0.034,0.0,0.0,0.966,0.0,1.0,279676.0,0.0,0.0
334.0,2.0,male,example,,target,left,0.0,10789.0,54.734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,280517.0,0.0,0.0
335.0,2.0,male,example,,target,left,0.0,10789.0,45.869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,281358.0,0.0,0.0
336.0,2.0,male,example,,target,left,0.0,10789.0,142.533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.138,0.0,0.0,0.0,0.0,0.138,0.0,0.138,282199.0,0.8620689655172413,0.0
337.0,2.0,male,example,,target,left,0.0,10789.0,163.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724,0.0,0.724,0.0,0.0,0.0,0.0,0.724,0.0,0.724,283040.0,0.27586206896551724,0.0
338.0,2.0,male,example,,target,left,0.0,10789.0,69.283,1.0,0.0,0.0,0.0,0.0,0.0,0.931,0.069,0.0,0.069,0.0,0.586,0.0,0.0,0.414,0.207,0.793,283881.0,0.0,0.0
339.0,2.0,male,example,,target,left,0.0,10789.0,151.879,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.655,0.0,0.345,0.0,0.414,0.586,284722.0,0.0,0.0
340.0,2.0,male,example,,target,left,0.0,10789.0,84.745,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.276,0.0,0.0,0.724,0.0,1.0,285563.0,0.0,0.0
341.0,2.0,male,example,,target,left,0.0,10789.0,21.064,0.552,0.0,0.0,0.0,0.0,0.0,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517,0.0,0.517,157912.0,0.4827586206896552,0.4482758620689655
342.0,2.0,male,example,,target,left,0.0,10789.0,33.166,0.207,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.793,0.0,0.793,0.0,0.0,0.793,0.0,0.793,0.0,227884.0,0.20689655172413793,0.20689655172413793
343.0,2.0,male,example,,target,left,0.0,10789.0,12.427,0.276,0.207,0.0,0.0,0.0,0.0,0.103,0.0,0.207,0.0,0.207,0.0,0.0,0.207,0.103,0.207,0.103,138981.0,0.6896551724137931,0.5172413793103449
344.0,2.0,male,example,,target,left,0.0,10789.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29872.0,1.0,0.896551724137931
345.0,2.0,male,example,,target,left,0.0,10789.0,26.664,0.655,0.0,0.0,0.0,0.0,0.0,0.0,0.655,0.0,0.655,0.0,0.0,0.655,0.0,0.0,0.0,0.0,189943.0,0.3448275862068966,0.3448275862068966
346.0,2.0,male,example,,target,left,0.0,10789.0,107.355,1.0,0.0,0.0,0.0,0.0,0.276,0.0,0.483,0.241,0.69,0.31,0.0,0.69,0.31,0.0,0.31,0.0,290609.0,0.0,0.0
347.0,2.0,male,example,,target,left,0.0,10789.0,80.88,1.0,0.0,0.0,0.0,0.0,0.793,0.0,0.207,0.0,0.931,0.069,0.0,0.966,0.034,0.0,0.034,0.0,291450.0,0.0,0.0
348.0,2.0,male,example,,target,left,0.0,10789.0,238.593,0.897,0.0,0.0,0.0,0.0,0.0,0.034,0.793,0.0,0.793,0.0,0.034,0.276,0.0,0.517,0.0,0.552,262077.0,0.1724137931034483,0.10344827586206896
349.0,2.0,male,example,,target,left,0.0,10789.0,75.454,0.552,0.448,0.0,0.0,0.0,0.0,0.034,0.966,0.0,0.966,0.0,0.0,0.0,0.0,1.0,0.0,1.0,293132.0,0.0,0.0
350.0,2.0,male,example,,target,left,0.0,10789.0,117.255,0.276,0.724,0.0,0.0,0.0,0.0,0.0,0.621,0.0,0.621,0.0,0.0,0.0,0.0,0.621,0.0,0.621,293973.0,0.3793103448275862,0.0
351.0,2.0,male,example,,target,left,0.0,10789.0,62.109,0.655,0.345,0.0,0.0,0.0,0.0,0.069,0.103,0.0,0.103,0.0,0.0,0.0,0.0,0.172,0.0,0.172,294814.0,0.8275862068965517,0.0
352.0,2.0,male,example,,target,left,0.0,10789.0,65.823,0.448,0.552,0.0,0.0,0.0,0.0,0.276,0.724,0.0,0.724,0.0,0.0,0.0,0.0,1.0,0.0,1.0,295655.0,0.0,0.0
353.0,2.0,male,example,,target,left,0.0,10789.0,79.082,0.517,0.483,0.0,0.0,0.0,0.0,0.724,0.276,0.0,0.276,0.0,0.0,0.0,0.0,1.0,0.0,1.0,296496.0,0.0,0.0
354.0,2.0,male,example,,target,left,0.0,10789.0,72.354,0.483,0.517,0.0,0.0,0.0,0.0,0.862,0.138,0.0,0.138,0.0,0.0,0.0,0.0,1.0,0.0,1.0,297337.0,0.0,0.0
355.0,2.0,male,example,,target,left,0.0,10789.0,72.73,0.345,0.655,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,298178.0,0.0,0.0
356.0,2.0,male,example,,target,left,0.0,10789.0,61.236,0.31,0.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,299019.0,0.0,0.0
357.0,2.0,male,example,,target,left,0.0,10789.0,52.297,0.276,0.724,0.0,0.0,0.0,0.0,0.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.862,299860.0,0.13793103448275862,0.0
358.0,2.0,male,example,,target,left,0.0,10789.0,64.382,0.414,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300701.0,1.0,0.0
359.0,2.0,male,example,,target,left,0.0,10789.0,71.677,0.276,0.724,0.0,0.0,0.0,0.0,0.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966,0.0,0.966,301542.0,0.034482758620689655,0.0
360.0,2.0,male,example,,target,left,0.0,10789.0,55.625,0.31,0.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,302383.0,0.0,0.0
361.0,2.0,male,example,,target,left,0.0,10789.0,78.134,0.621,0.379,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,303224.0,0.0,0.0
362.0,2.0,male,example,,target,left,0.0,10789.0,64.068,0.207,0.793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,304065.0,0.0,0.0
363.0,2.0,male,example,,target,left,0.0,10789.0,50.747,0.483,0.517,0.0,0.0,0.0,0.0,0.724,0.276,0.0,0.276,0.0,0.0,0.0,0.0,1.0,0.0,1.0,304906.0,0.0,0.0
364.0,2.0,male,example,,target,left,0.0,10789.0,69.556,0.345,0.655,0.0,0.0,0.0,0.0,0.483,0.517,0.0,0.517,0.0,0.0,0.0,0.0,1.0,0.0,1.0,305747.0,0.0,0.0
365.0,2.0,male,example,,target,left,0.0,10789.0,55.714,0.483,0.517,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.138,0.0,0.0,0.0,0.0,0.138,0.0,0.138,306588.0,0.8620689655172413,0.0
366.0,2.0,male,example,,target,left,0.0,10789.0,64.801,0.552,0.448,0.0,0.0,0.0,0.0,0.414,0.31,0.0,0.31,0.0,0.0,0.0,0.0,0.724,0.0,0.724,307429.0,0.27586206896551724,0.0
367.0,2.0,male,example,,target,left,0.0,10789.0,63.509,0.586,0.414,0.0,0.0,0.0,0.0,0.793,0.207,0.0,0.207,0.0,0.0,0.0,0.0,1.0,0.0,1.0,308270.0,0.0,0.0
368.0,2.0,male,example,,target,left,0.0,10789.0,65.874,0.034,0.966,0.0,0.0,0.0,0.0,0.897,0.103,0.0,0.103,0.0,0.0,0.0,0.0,1.0,0.0,1.0,309111.0,0.0,0.0
369.0,2.0,male,example,,target,left,0.0,10789.0,47.745,0.31,0.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,309952.0,0.0,0.0
370.0,2.0,male,example,,target,left,0.0,10789.0,54.416,0.483,0.517,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,310793.0,0.0,0.0
371.0,2.0,male,example,,target,left,0.0,10789.0,61.467,0.276,0.724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,311634.0,0.0,0.0
372.0,2.0,male,example,,target,left,0.0,10789.0,43.45,0.379,0.621,0.0,0.0,0.0,0.0,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379,0.0,0.379,312475.0,0.6206896551724138,0.0
